MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-5018026,ClOC(=O)c1cc(Cl)c(c2c1[C]=CC(=C2)Cl)C(=O)[O-].[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl.[O-]C(=O)c1cc(Cl)c(c2c1cccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5018026,0.567699,1.58724,2.66647,4.49071,5.51098,[Zn][O]([Zn])([Zn])[Zn],"['ClOC(=O)c1cc(Cl)c(c2c1[C]=CC(=C2)Cl)C(=O)[O-]', '[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)c1cc(Cl)c(c2c1cccc2)C(=O)[O-]']",3
hMOF-5021431,ClC1=CC(=C([C]=C1C=[C]c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1)C=[C]c1ccc(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)c(Cl)c(c4c(c(c3)C(=O)[O-])Cl)Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5021431,0.429722,1.51421,2.33693,4.82834,6.43112,[Zn][O]([Zn])([Zn])[Zn],"['ClC1=CC(=C([C]=C1C=[C]c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=C1)C=[C]c1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)c(Cl)c(c4c(c(c3)C(=O)[O-])Cl)Cl']",3
hMOF-5002135,CCCOc1c(OCCC)c(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-].CCCOc1c(cc(c2c1c(OCCC)c(OCCC)c(c2)C(=O)[O-])OCCC)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.467226,1.85105,2.53627,4.2211,5.12641,[Zn][O]([Zn])([Zn])[Zn],"['CCCOc1c(OCCC)c(cc2c1cc(cc2)C(=O)[O-])C(=O)[O-]', 'CCCOc1c(cc(c2c1c(OCCC)c(OCCC)c(c2)C(=O)[O-])OCCC)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']",3
hMOF-1717,FC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])F)F.FC1Cc2c1c(cc(c2C(=O)[O-])F)C(=O)[O-].[O-]C(=O)C#Cc1c(F)c(F)c(c(c1F)F)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,1.16713,2.38078,3.18699,5.69859,7.02811,[Zn][O]([Zn])([Zn])[Zn],"['FC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])F)F', 'FC1Cc2c1c(cc(c2C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C#Cc1c(F)c(F)c(c(c1F)F)C#CC(=O)[O-]']",3
hMOF-5010921,FC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-].[O-]C(=O)C12CC(F)C(CC1F)(C(C2F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,2.69041,3.58367,3.71645,3.86482,3.88291,[Zn][O]([Zn])([Zn])[Zn],"['FC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)(F)F)C(=O)[O-]', '[O-]C(=O)C12CC(F)C(CC1F)(C(C2F)F)C(=O)[O-]']",3
hMOF-5009298,Fc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)F)C(=O)[O-])F.[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)F)C(=O)[O-].[O-]C(=O)C1=CC=C([C]=C1F)C1=[C]C=C(C(=C1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.563172,2.10862,3.4989,7.20575,10.2816,[Zn][O]([Zn])([Zn])[Zn],"['Fc1cc(C(=O)[O-])c(cc1c1ccc(c(c1)F)C(=O)[O-])F', '[O-]C(=O)C12CC(F)C(C(C1F)F)(C(C2F)F)C(=O)[O-]', '[O-]C(=O)C1=CC=C([C]=C1F)C1=[C]C=C(C(=C1)F)C(=O)[O-]']",3
hMOF-5009832,Fc1cc(cc(c1N=Nc1c(F)c(F)c(c(c1F)F)C(=O)[O-])F)C(=O)[O-].Fc1cc(cc(c1N=Nc1cc(F)c(c(c1F)F)C(=O)[O-])F)C(=O)[O-].[O-]C(=O)C12CC(F)C(C(C1F)(F)F)(CC2(F)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.439493,1.0833,2.24714,5.83375,10.153,[Zn][O]([Zn])([Zn])[Zn],"['Fc1cc(cc(c1N=Nc1c(F)c(F)c(c(c1F)F)C(=O)[O-])F)C(=O)[O-]', 'Fc1cc(cc(c1N=Nc1cc(F)c(c(c1F)F)C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C12CC(F)C(C(C1F)(F)F)(CC2(F)F)C(=O)[O-]']",3
hMOF-5032153,ClO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2Cl)Cl)c2c3c1=[C]C(=C1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-])Cl.ClO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2Cl)Cl)c2c3c1[C]=C(Cl)C1=c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5032153,0.456537,1.90255,3.18024,6.44049,8.58621,[Zn][O]([Zn])([Zn])[Zn],"['ClO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2Cl)Cl)c2c3c1=[C]C(=C1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-])Cl', 'ClO[C]1N(C2=[C]C=C(C=C2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2Cl)Cl)c2c3c1[C]=C(Cl)C1=c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]']",3
hMOF-5001638,CCCOC(=C(C=CC(=O)[O-])OCCC)C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)O[CH2].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.33535,1.12861,2.02688,3.43671,4.67776,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC(=C(C=CC(=O)[O-])OCCC)C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)O[CH2]']",3
hMOF-5012081,[O-]C(=O)C=C(C(=O)[O-])Cl.[O-]C(=O)C=C(C(=O)[O-])Cl.[O-]C(=O)C#CC12CC(Cl)C(C(C1)(Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.UNKNOWN.cat0,0.533384,1.5943,2.39873,3.7602,4.764,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C=C(C(=O)[O-])Cl', '[O-]C(=O)C=C(C(=O)[O-])Cl', '[O-]C(=O)C#CC12CC(Cl)C(C(C1)(Cl)Cl)(C(C2Cl)(Cl)Cl)C#CC(=O)[O-]']",3
hMOF-5016107,[O-]C(=O)C12C3(F)C4C1(F)C1(C2(C3(C41C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F.[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5016107,3.81933,4.01151,4.01006,4.03261,4.03261,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12C3(F)C4C1(F)C1(C2(C3(C41C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])F)F', '[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])F']",3
hMOF-14293,[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-].[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-].[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)ccc4c(c(c3)C(=O)[O-])Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3,0.554021,1.62509,2.22165,3.65171,4.74434,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#Cc1ccc(c(c1Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C#Cc1ccc(cc1)C#CC(=O)[O-]', '[O-]C(=O)c1cc2cc(Cl)c3c4c2c(c1Cl)ccc4c(c(c3)C(=O)[O-])Cl']",3
hMOF-3596,Clc1cc(C(=O)[O-])c(cc1N=Nc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl.[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)N=Nc1ccc(c(c1)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3,0.821019,2.37334,3.2434,5.49765,6.79017,[Zn][O]([Zn])([Zn])[Zn],"['Clc1cc(C(=O)[O-])c(cc1N=Nc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1Cl)N=Nc1ccc(c(c1)Cl)C(=O)[O-]']",3
hMOF-5011773,[O-]C(=O)C#CC12CC(Cl)(Cl)C(C(C1Cl)Cl)(C(C2Cl)Cl)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-].Clc1cc(ccc1C#Cc1cc(Cl)c(c(c1)Cl)C(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.UNKNOWN,0.622339,1.73642,2.57737,4.13898,5.00619,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12CC(Cl)(Cl)C(C(C1Cl)Cl)(C(C2Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1Cl)C#Cc1ccc(c(c1Cl)Cl)C(=O)[O-]', 'Clc1cc(ccc1C#Cc1cc(Cl)c(c(c1)Cl)C(=O)[O-])C(=O)[O-]']",3
hMOF-5007283,N#CC(=C(C(=O)[O-])C#N)C(=O)[O-].N#CC(=CC#CC(=O)[O-])C#CC(=O)[O-].N#CC(=CC(=O)[O-])C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.247967,1.18749,2.05285,3.76005,5.10083,[Zn][O]([Zn])([Zn])[Zn],"['N#CC(=C(C(=O)[O-])C#N)C(=O)[O-]', 'N#CC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'N#CC(=CC(=O)[O-])C(=O)[O-]']",3
hMOF-11015,[O-]C(=O)C=CC=C(C(=O)[O-])C.[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1c(C)c(C)c(c2c1c(C)ccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.356965,1.63499,2.23554,3.75225,5.21144,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C=CC=C(C(=O)[O-])C', '[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1c(C)c(C)c(c2c1c(C)ccc2)C(=O)[O-]']",3
hMOF-1297,CCCOC1c2c(ccc(c2C1(O[CH2])OCCC)C(=O)[O-])C(=O)[O-].CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2OCCC)(OCCC)OCCC.[O-]C(=O)C#CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,0.441488,1.04193,2.01151,4.48618,6.6694,[Zn][O]([Zn])([Zn])[Zn],"['CCCOC1c2c(ccc(c2C1(O[CH2])OCCC)C(=O)[O-])C(=O)[O-]', 'CCCOc1cc(C(=O)[O-])c2c(c1C(=O)[O-])C(C2OCCC)(OCCC)OCCC', '[O-]C(=O)C#CC(=O)[O-]']",3
hMOF-5019960,Nc1cc(ccc1C=Cc1cc(N)c(c(c1N)N)C(=O)[O-])C(=O)[O-].Nc1cc(ccc1C=Cc1ccc(c(c1)N)C(=O)[O-])C(=O)[O-].Nc1cc(ccc1c1ccc(c(c1)N)C(=O)[O-])c1cc(N)c(c(c1N)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5019960,0.476901,1.71605,2.50905,4.9692,6.65837,[Zn][O]([Zn])([Zn])[Zn],"['Nc1cc(ccc1C=Cc1cc(N)c(c(c1N)N)C(=O)[O-])C(=O)[O-]', 'Nc1cc(ccc1C=Cc1ccc(c(c1)N)C(=O)[O-])C(=O)[O-]', 'Nc1cc(ccc1c1ccc(c(c1)N)C(=O)[O-])c1cc(N)c(c(c1N)N)C(=O)[O-]']",3
hMOF-4737,Cc1c(c2ccc(c(c2)C)C(=O)[O-])c(C)c(c(c1C)C(=O)[O-])C.[O-]C(=O)C=C(C(=O)[O-])C.[O-]C(=O)C=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.564908,1.98795,2.63809,3.83192,4.37401,[Zn][O]([Zn])([Zn])[Zn],"['Cc1c(c2ccc(c(c2)C)C(=O)[O-])c(C)c(c(c1C)C(=O)[O-])C', '[O-]C(=O)C=C(C(=O)[O-])C', '[O-]C(=O)C=CC(=O)[O-]']",3
hMOF-15221,ClOC(=O)c1c(Cl)ccc2-c3c(C(=[C]c12)Cl)c(Cl)c(c(c3)C(=O)[O-])Cl.ClOC(=O)c1c(Cl)ccc2-c3c(C=[C]c12)c(Cl)cc(c3)C(=O)[O-].Clc1cc(C(=O)[O-])c2c(c1)c1=[C]C(=CC=c1cc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.718161,2.50139,3.45698,5.08249,6.00666,[Zn][O]([Zn])([Zn])[Zn],"['ClOC(=O)c1c(Cl)ccc2-c3c(C(=[C]c12)Cl)c(Cl)c(c(c3)C(=O)[O-])Cl', 'ClOC(=O)c1c(Cl)ccc2-c3c(C=[C]c12)c(Cl)cc(c3)C(=O)[O-]', 'Clc1cc(C(=O)[O-])c2c(c1)c1=[C]C(=CC=c1cc2)C(=O)[O-]']",3
hMOF-5009945,CCC1=CC2OC(=O)c3c(C2=C[C]1CC)c(CC)c(c(c3)c1ccccc1CC)C(=O)[O-].CCC1C(CC)C2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2CC)[CH2])CC.CCC1CC2(CCC1(C(=O)[O-])C(C2CC)(CC)CC)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,0.518814,1.60141,2.61665,5.36672,6.77901,[Zn][O]([Zn])([Zn])[Zn],"['CCC1=CC2OC(=O)c3c(C2=C[C]1CC)c(CC)c(c(c3)c1ccccc1CC)C(=O)[O-]', 'CCC1C(CC)C2(C(=O)[O-])C(CC1(C(=O)[O-])C(C2CC)[CH2])CC', 'CCC1CC2(CCC1(C(=O)[O-])C(C2CC)(CC)CC)C(=O)[O-]']",3
hMOF-5001642,[CH2]OC(=CC=CC(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)O[CH2].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.495028,1.48285,2.55132,4.65852,5.66046,[Zn][O]([Zn])([Zn])[Zn],"['[CH2]OC(=CC=CC(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)C(=C(C=CC(=O)[O-])OCCC)O[CH2]']",3
hMOF-5013988,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])Cl)Cl.[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5013988,0.849829,2.33805,2.9924,3.21078,3.43045,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])Cl)Cl', '[O-]C(=O)C12C3C4C2C2(C1C3C42C(=O)[O-])Cl']",3
hMOF-5021277,FC(=[C]c1ccc(cc1F)C(=O)[O-])C1=CC(=C(C(=[C]1)F)C(=O)[O-])F.FO[C](c1c2[C]=C(F)C(=Cc2c(c2c1[C]=C(F)C=C2)C(=O)[O-])F)OF.FO[C](c1c2[C]=CC(=C(c2c(c2=C(C=C[C]=c12)F)C(=O)[O-])F)F)OF.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,1.03149,2.24339,2.99577,4.20473,5.24927,[Zn][O]([Zn])([Zn])[Zn],"['FC(=[C]c1ccc(cc1F)C(=O)[O-])C1=CC(=C(C(=[C]1)F)C(=O)[O-])F', 'FO[C](c1c2[C]=C(F)C(=Cc2c(c2c1[C]=C(F)C=C2)C(=O)[O-])F)OF', 'FO[C](c1c2[C]=CC(=C(c2c(c2=C(C=C[C]=c12)F)C(=O)[O-])F)F)OF']",3
hMOF-5022734,Fc1c(ccc(c1F)C(=O)[O-])c1cc(F)c(c(c1)F)C(=O)[O-].Fc1cc(C(=O)[O-])c(c(c1c1cc(F)c(c(c1)F)C(=O)[O-])F)F.Fc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5022734,0.540259,1.50467,2.61281,5.40941,9.09088,[Zn][O]([Zn])([Zn])[Zn],"['Fc1c(ccc(c1F)C(=O)[O-])c1cc(F)c(c(c1)F)C(=O)[O-]', 'Fc1cc(C(=O)[O-])c(c(c1c1cc(F)c(c(c1)F)C(=O)[O-])F)F', 'Fc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])F']",3
hMOF-14115,[O-]C(=O)c1cc(F)c(c2c1C(F)C2F)C(=O)[O-].[O-]C(=O)c1cc2cc(F)c3c4c2c(c1)c(F)cc4c(c(c3F)C(=O)[O-])F.[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.468157,1.78827,3.22545,5.54717,6.62131,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)c1cc(F)c(c2c1C(F)C2F)C(=O)[O-]', '[O-]C(=O)c1cc2cc(F)c3c4c2c(c1)c(F)cc4c(c(c3F)C(=O)[O-])F', '[O-]C(=O)c1ccc(c2c1CC2)C(=O)[O-]']",3
hMOF-5017564,[O-]C(=O)C#CC12C3(F)C4(C2(C2(C1(C3(C42C#CC(=O)[O-])F)F)F)F)F.[O-]C(=O)C=CC=C(C(=O)[O-])F.[O-]C(=O)[C]=CC=[C]C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5017564,0.570952,1.72565,2.55904,5.57177,8.40826,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12C3(F)C4(C2(C2(C1(C3(C42C#CC(=O)[O-])F)F)F)F)F', '[O-]C(=O)C=CC=C(C(=O)[O-])F', '[O-]C(=O)[C]=CC=[C]C(=O)[O-]']",3
hMOF-5014748,FC(=CC=C(C(=O)[O-])F)C(=O)[O-].[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F.[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])F)F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5014748,2.62116,4.03546,4.17627,4.47568,4.92579,[Zn][O]([Zn])([Zn])[Zn],"['FC(=CC=C(C(=O)[O-])F)C(=O)[O-]', '[O-]C(=O)C12C3(F)C4C2(C2(C1(C3C42C(=O)[O-])F)F)F', '[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])F)F']",3
hMOF-5673,FC1=C([C]=C(C(=C1F)C(=O)[O-])F)C1=CC(=C(C=[C]1)C(=O)[O-])F.[O-]C(=O)C=CC(=C(C(=O)[O-])F)F.[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.258139,1.48318,2.7098,6.06705,8.70279,[Zn][O]([Zn])([Zn])[Zn],"['FC1=C([C]=C(C(=C1F)C(=O)[O-])F)C1=CC(=C(C=[C]1)C(=O)[O-])F', '[O-]C(=O)C=CC(=C(C(=O)[O-])F)F', '[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F']",3
hMOF-5013753,Cc1c(c2ccc(c(c2)C)C(=O)[O-])c(C)c(c(c1C)C(=O)[O-])C.Cc1cc(ccc1c1cc(C)c(c(c1C)C)C(=O)[O-])C(=O)[O-].[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])C)C.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5013753,0.31035,1.37395,2.11173,5.96847,9.09743,[Zn][O]([Zn])([Zn])[Zn],"['Cc1c(c2ccc(c(c2)C)C(=O)[O-])c(C)c(c(c1C)C(=O)[O-])C', 'Cc1cc(ccc1c1cc(C)c(c(c1C)C)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C12C3C4C1C1(C2C3(C41C(=O)[O-])C)C']",3
hMOF-5015613,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C12C3C4C1(Br)C1(C2(C3(C41C(=O)[O-])Br)Br)Br.[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])Br)Br.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5015613,0.496511,1.56901,2.23522,2.9828,3.35854,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C12C3C4C1(Br)C1(C2(C3(C41C(=O)[O-])Br)Br)Br', '[O-]C(=O)C12C3C4C2(C2C1C3(C42C(=O)[O-])Br)Br']",3
hMOF-5014128,[O-]C(=O)C#Cc1cc(Cl)c(c(c1Cl)Cl)C#CC(=O)[O-].[O-]C(=O)C12C3(Cl)C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl.[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1;5014128,0.644139,1.92949,2.60209,4.21601,5.53692,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#Cc1cc(Cl)c(c(c1Cl)Cl)C#CC(=O)[O-]', '[O-]C(=O)C12C3(Cl)C4C2(C2(C1(C3C42C(=O)[O-])Cl)Cl)Cl', '[O-]C(=O)C12C3C4C2C2C1C3C42C(=O)[O-]']",3
hMOF-5029447,[O-]C(=O)C12C3C4(C2C2(C1C3(C42C(=O)[O-])F)F)F.[O-]C(=O)c1cc(F)c(c(c1)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])F.[O-]C(=O)c1cc(F)c(c(c1F)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(c(c1)F)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat2;5029447,0.940507,2.2409,3.09804,6.53458,8.87161,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C12C3C4(C2C2(C1C3(C42C(=O)[O-])F)F)F', '[O-]C(=O)c1cc(F)c(c(c1)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)c(c4C(=O)N(C3=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-])F', '[O-]C(=O)c1cc(F)c(c(c1F)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4C(=O)N(C3=O)c1cc(F)c(c(c1)F)C(=O)[O-]']",3
hMOF-5012074,[O-]C(=O)C#CC12CC(F)C(C(C1F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-].[O-]C(=O)C=C(C(=O)[O-])F.[O-]C(=O)C=CC(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.727573,1.99119,2.8426,4.86316,5.60913,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C#CC12CC(F)C(C(C1F)F)(C(C2(F)F)(F)F)C#CC(=O)[O-]', '[O-]C(=O)C=C(C(=O)[O-])F', '[O-]C(=O)C=CC(=O)[O-]']",3
hMOF-5007351,FC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])F.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.719036,1.81769,2.8856,5.99039,8.85797,[Zn][O]([Zn])([Zn])[Zn],"['FC(=[C]C(=O)[O-])C(=[C]C(=O)[O-])F', '[O-]C(=O)C#CC=CC#CC(=O)[O-]', '[O-]C(=O)C=C(C(=C(C(=O)[O-])F)F)F']",3
hMOF-5021020,[O-]C(=O)C1=CC=C([C]=C1)C=[C]c1ccc(cc1Cl)C(=O)[O-].[O-]C(=O)C1=CC=C([C]=C1Cl)[C]=[C]c1ccc(c(c1)Cl)C(=O)[O-].[O-]C(=O)C1=C[C]=C(C(=C1Cl)Cl)C=[C]c1cc(Cl)c(cc1Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat3;5021020,1.42706,3.05567,3.79689,5.03274,5.74652,[Zn][O]([Zn])([Zn])[Zn],"['[O-]C(=O)C1=CC=C([C]=C1)C=[C]c1ccc(cc1Cl)C(=O)[O-]', '[O-]C(=O)C1=CC=C([C]=C1Cl)[C]=[C]c1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C(=C1Cl)Cl)C=[C]c1cc(Cl)c(cc1Cl)C(=O)[O-]']",3
hMOF-5000442,ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-].[O-]C(=O)C#CC#CC(=O)[O-].[O-]C(=O)c1ccc(c2c1CC2(Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat1,0.779259,2.3041,3.02627,4.71688,5.72128,[Zn][O]([Zn])([Zn])[Zn],"['ClC1C(Cl)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C#CC#CC(=O)[O-]', '[O-]C(=O)c1ccc(c2c1CC2(Cl)Cl)C(=O)[O-]']",3
